Disease,Drug_Family,Drug_Name,Drug_URL,Disease_URL
Chronic Central Venous Catheterization,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/coumadin.html,https://www.drugs.com/condition/chronic-central-venous-catheterization.html
Chronic Central Venous Catheterization,General/Unspecified,Jantoven,https://www.drugs.com/mtm/jantoven.html,https://www.drugs.com/condition/chronic-central-venous-catheterization.html
Chronic Daily Headache (New Daily Persistent Headache),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/sumatriptan.html,https://www.drugs.com/condition/new-daily-persistent-headache.html
Chronic Daily Headache (New Daily Persistent Headache),General/Unspecified,levetiracetam,https://www.drugs.com/mtm/levetiracetam-oral-injection.html,https://www.drugs.com/condition/new-daily-persistent-headache.html
Chronic Depression (Persistent Depressive Disorder),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/bupropion.html,https://www.drugs.com/condition/dysthymia.html
Chronic Depression (Persistent Depressive Disorder),General/Unspecified,fluvoxamine,https://www.drugs.com/mtm/fluvoxamine.html,https://www.drugs.com/condition/dysthymia.html
Chronic Depression (Persistent Depressive Disorder),General/Unspecified,amisulpride,https://www.drugs.com/mtm/amisulpride.html,https://www.drugs.com/condition/dysthymia.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Diamode,https://www.drugs.com/mtm/diamode.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Bismuth subsalicylate,https://www.drugs.com/mtm/bismuth-subsalicylate.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Kaopectate,https://www.drugs.com/mtm/kaopectate.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Psyllium,https://www.drugs.com/mtm/psyllium.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Metamucil,https://www.drugs.com/mtm/metamucil.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,cholestyramine,https://www.drugs.com/mtm/cholestyramine.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Prevalite,https://www.drugs.com/mtm/prevalite.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,dicyclomine,https://www.drugs.com/mtm/dicyclomine.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,alosetron,https://www.drugs.com/mtm/alosetron.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,eluxadoline,https://www.drugs.com/mtm/eluxadoline.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,rifaximin,https://www.drugs.com/mtm/rifaximin.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Prescribing Information,https://www.drugs.com/pro/anti-diarrheal-tablet.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Imodium,https://www.drugs.com/pro/imodium.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,colesevelam,https://www.drugs.com/mtm/colesevelam.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Motofen,https://www.drugs.com/cons/motofen.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Anti-Diarrheal,https://www.drugs.com/pro/good-neighbor-anti-diarrheal.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,atropine / difenoxin,https://www.drugs.com/cons/difenoxin-and-atropine.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Up and Up Anti-Diarrheal Solution,https://www.drugs.com/pro/up-and-up-anti-diarrheal-solution.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Bismatrol,https://www.drugs.com/cons/bismatrol.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Bismatrol Maximum Strength,https://www.drugs.com/mtm/bismatrol-maximum-strength.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Peptic Relief,https://www.drugs.com/mtm/peptic-relief.html,https://www.drugs.com/condition/diarrhea-chronic.html
"Chronic Diarrhea (Diarrhea, Chronic)",General/Unspecified,Barberry,https://www.drugs.com/mtm/barberry.html,https://www.drugs.com/condition/diarrhea-chronic.html
Chronic Fibrosing Interstitial Lung Disease With A Progressive Phenotype,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/ofev.html,https://www.drugs.com/condition/chronic-fibrosing-interstitial-lung-disease-with-a-progressive-phenotype.html
Chronic Granulomatous Disease,General/Unspecified,Actimmune,https://www.drugs.com/mtm/actimmune.html,https://www.drugs.com/condition/chronic-granulomatous-disease.html
Chronic Granulomatous Disease,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/actimmune.html,https://www.drugs.com/condition/chronic-granulomatous-disease.html
Chronic Granulomatous Disease,General/Unspecified,interferon gamma-1b,https://www.drugs.com/mtm/interferon-gamma-1b.html,https://www.drugs.com/condition/chronic-granulomatous-disease.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,entecavir,https://www.drugs.com/mtm/entecavir.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/entecavir.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,tenofovir disoproxil,https://www.drugs.com/mtm/tenofovir.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,lamivudine,https://www.drugs.com/mtm/lamivudine.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,tenofovir alafenamide,https://www.drugs.com/cons/tenofovir-alafenamide.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,Epivir-HBV,https://www.drugs.com/cons/epivir-hbv.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,Hepsera,https://www.drugs.com/mtm/hepsera.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,adefovir,https://www.drugs.com/mtm/adefovir.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,Intron A,https://www.drugs.com/cons/intron-a.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,interferon alfa-2b,https://www.drugs.com/cons/interferon-alfa-2b.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,peginterferon alfa-2a,https://www.drugs.com/mtm/peginterferon-alfa-2a.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis B (Hepatitis B),General/Unspecified,peginterferon alfa-2b,https://www.drugs.com/cons/peginterferon-alfa-2b.html,https://www.drugs.com/condition/chronic-hepatitis-b.html
Chronic Hepatitis C (Hepatitis C),General/Unspecified,Intron A,https://www.drugs.com/mtm/intron-a.html,https://www.drugs.com/condition/hepatitis-c.html
Chronic Hepatitis C (Hepatitis C),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/harvoni.html,https://www.drugs.com/condition/hepatitis-c.html
Chronic Hepatitis C (Hepatitis C),General/Unspecified,ribavirin,https://www.drugs.com/mtm/ribavirin.html,https://www.drugs.com/condition/hepatitis-c.html
Chronic Hepatitis C (Hepatitis C),General/Unspecified,peginterferon alfa-2a,https://www.drugs.com/mtm/peginterferon-alfa-2a.html,https://www.drugs.com/condition/hepatitis-c.html
Chronic Hepatitis C (Hepatitis C),General/Unspecified,peginterferon alfa-2b,https://www.drugs.com/cons/peginterferon-alfa-2b.html,https://www.drugs.com/condition/hepatitis-c.html
Chronic Hepatitis C (Hepatitis C),General/Unspecified,elbasvir / grazoprevir,https://www.drugs.com/mtm/elbasvir-and-grazoprevir.html,https://www.drugs.com/condition/hepatitis-c.html
Chronic Hepatitis C (Hepatitis C),General/Unspecified,interferon alfa-2b,https://www.drugs.com/cons/interferon-alfa-2b.html,https://www.drugs.com/condition/hepatitis-c.html
Chronic Hepatitis C (Hepatitis C),General/Unspecified,RibaTab,https://www.drugs.com/mtm/ribatab.html,https://www.drugs.com/condition/hepatitis-c.html
Chronic Hepatitis C (Hepatitis C),General/Unspecified,sofosbuvir / velpatasvir / voxilaprevir,https://www.drugs.com/mtm/sofosbuvir-velpatasvir-and-voxilaprevir.html,https://www.drugs.com/condition/hepatitis-c.html
Chronic Idiopathic Constipation,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/trulance.html,https://www.drugs.com/condition/chronic-idiopathic-constipation.html
Chronic Idiopathic Constipation,General/Unspecified,plecanatide,https://www.drugs.com/mtm/plecanatide.html,https://www.drugs.com/condition/chronic-idiopathic-constipation.html
Chronic Idiopathic Constipation,General/Unspecified,prucalopride,https://www.drugs.com/mtm/prucalopride.html,https://www.drugs.com/condition/chronic-idiopathic-constipation.html
Chronic Idiopathic Constipation,General/Unspecified,lubiprostone,https://www.drugs.com/mtm/lubiprostone.html,https://www.drugs.com/condition/chronic-idiopathic-constipation.html
Chronic Idiopathic Constipation,General/Unspecified,linaclotide,https://www.drugs.com/mtm/linaclotide.html,https://www.drugs.com/condition/chronic-idiopathic-constipation.html
Chronic Idiopathic Constipation,General/Unspecified,lactitol,https://www.drugs.com/cons/lactitol.html,https://www.drugs.com/condition/chronic-idiopathic-constipation.html
Chronic Idiopathic Constipation,General/Unspecified,Pizensy,https://www.drugs.com/cons/pizensy.html,https://www.drugs.com/condition/chronic-idiopathic-constipation.html
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/gamunex-c.html,https://www.drugs.com/condition/chronic-inflammatory-demyelinating-polyradiculoneuropathy.html
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,General/Unspecified,azathioprine,https://www.drugs.com/mtm/azathioprine.html,https://www.drugs.com/condition/chronic-inflammatory-demyelinating-polyradiculoneuropathy.html
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,General/Unspecified,interferon beta-1b,https://www.drugs.com/mtm/interferon-beta-1b.html,https://www.drugs.com/condition/chronic-inflammatory-demyelinating-polyradiculoneuropathy.html
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,General/Unspecified,Imuran,https://www.drugs.com/mtm/imuran.html,https://www.drugs.com/condition/chronic-inflammatory-demyelinating-polyradiculoneuropathy.html
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,General/Unspecified,Azasan,https://www.drugs.com/mtm/azasan.html,https://www.drugs.com/condition/chronic-inflammatory-demyelinating-polyradiculoneuropathy.html
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,General/Unspecified,Gammaked,https://www.drugs.com/mtm/gammaked-intravenous-and-subcutaneous.html,https://www.drugs.com/condition/chronic-inflammatory-demyelinating-polyradiculoneuropathy.html
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,General/Unspecified,immune globulin intravenous and subcutaneous,https://www.drugs.com/mtm/immune-globulin-intravenous-and-subcutaneous.html,https://www.drugs.com/condition/chronic-inflammatory-demyelinating-polyradiculoneuropathy.html
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,General/Unspecified,immune globulin subcutaneous,https://www.drugs.com/mtm/immune-globulin-subcutaneous.html,https://www.drugs.com/condition/chronic-inflammatory-demyelinating-polyradiculoneuropathy.html
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,General/Unspecified,Hyqvia,https://www.drugs.com/mtm/hyqvia.html,https://www.drugs.com/condition/chronic-inflammatory-demyelinating-polyradiculoneuropathy.html
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,General/Unspecified,hyaluronidase / immune globulin,https://www.drugs.com/mtm/hyaluronidase-and-immune-globulin.html,https://www.drugs.com/condition/chronic-inflammatory-demyelinating-polyradiculoneuropathy.html
Chronic Kidney Disease,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/farxiga.html,https://www.drugs.com/condition/chronic-kidney-disease.html
Chronic Kidney Disease,General/Unspecified,finerenone,https://www.drugs.com/mtm/finerenone.html,https://www.drugs.com/condition/chronic-kidney-disease.html
Chronic Kidney Disease,General/Unspecified,empagliflozin,https://www.drugs.com/mtm/empagliflozin.html,https://www.drugs.com/condition/chronic-kidney-disease.html
Chronic Kidney Disease,General/Unspecified,sotagliflozin,https://www.drugs.com/mtm/sotagliflozin.html,https://www.drugs.com/condition/chronic-kidney-disease.html
Chronic Kidney Disease-Associated Pruritus,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/gabapentin.html,https://www.drugs.com/condition/chronic-kidney-disease-associated-pruritus.html
Chronic Kidney Disease-Associated Pruritus,General/Unspecified,difelikefalin,https://www.drugs.com/mtm/difelikefalin.html,https://www.drugs.com/condition/chronic-kidney-disease-associated-pruritus.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/doxycycline.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,cefuroxime,https://www.drugs.com/mtm/cefuroxime-oral-injection.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,ceftriaxone,https://www.drugs.com/mtm/ceftriaxone-injection.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,Doryx,https://www.drugs.com/cons/doryx.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,LymePak,https://www.drugs.com/pro/lymepak.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,Vibramycin,https://www.drugs.com/cons/vibramycin-calcium.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,Monodox,https://www.drugs.com/cons/monodox.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,Doryx MPC,https://www.drugs.com/cons/doryx-mpc.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,cefotaxime,https://www.drugs.com/mtm/cefotaxime.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,Claforan,https://www.drugs.com/mtm/claforan.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,E.E.S. Granules,https://www.drugs.com/cons/e-e-s-granules.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,Eryc,https://www.drugs.com/cons/eryc.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,EryPed,https://www.drugs.com/cons/eryped.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,Erythrocin,https://www.drugs.com/cons/erythrocin.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,Erythrocin Lactobionate,https://www.drugs.com/cons/erythrocin-lactobionate.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,PCE Dispertab,https://www.drugs.com/cons/pce.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lyme Disease (Lyme Disease),General/Unspecified,Zinacef,https://www.drugs.com/cons/zinacef.html,https://www.drugs.com/condition/lyme-disease.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Ermeza,https://www.drugs.com/cons/ermeza.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Unithyroid,https://www.drugs.com/cons/unithroid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Armour-Thyroid,https://www.drugs.com/mtm/armour-thyroid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Nature-Thyroid,https://www.drugs.com/mtm/nature-throid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Westhroid,https://www.drugs.com/mtm/westhroid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/levothyroxine.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Armour Thyroid,https://www.drugs.com/mtm/armour-thyroid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Tirosint,https://www.drugs.com/cons/tirosint.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Nature-Throid,https://www.drugs.com/mtm/nature-throid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Levo-T,https://www.drugs.com/pro/levo-t.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,NP Thyroid,https://www.drugs.com/mtm/np-thyroid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Unithroid,https://www.drugs.com/cons/unithroid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Thyquidity,https://www.drugs.com/pro/thyquidity.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,WP Thyroid,https://www.drugs.com/mtm/wp-thyroid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,APur Thyroid,https://www.drugs.com/pro/apur-thyroid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Lymphocytic Thyroiditis (Hashimoto's disease),General/Unspecified,Niva Thyroid,https://www.drugs.com/pro/niva-thyroid.html,https://www.drugs.com/condition/chronic-lymphocytic-thyroiditis.html
Chronic Middle Ear Infection (Chronic Otitis Media),General/Unspecified,Cortisporin-TC,https://www.drugs.com/mtm/cortisporin-tc-otic.html,https://www.drugs.com/condition/chronic-otitis-media.html
Chronic Middle Ear Infection (Chronic Otitis Media),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/cortisporin-tc.html,https://www.drugs.com/condition/chronic-otitis-media.html
Chronic Middle Ear Infection (Chronic Otitis Media),General/Unspecified,Coly-Mycin S,https://www.drugs.com/mtm/coly-mycin-s-otic.html,https://www.drugs.com/condition/chronic-otitis-media.html
Chronic Migraine,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/botox.html,https://www.drugs.com/condition/chronic-migraine.html
Chronic Migraine,General/Unspecified,eptinezumab,https://www.drugs.com/mtm/eptinezumab.html,https://www.drugs.com/condition/chronic-migraine.html
Chronic Migraine,General/Unspecified,fremanezumab,https://www.drugs.com/mtm/fremanezumab.html,https://www.drugs.com/condition/chronic-migraine.html
Chronic Motor Tic Disorder (Tic Disorder),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/risperidone.html,https://www.drugs.com/condition/tic-disorder.html
Chronic Mucocutaneous Candidiasis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/fluconazole.html,https://www.drugs.com/condition/chronic-mucocutaneous-candidiasis.html
Chronic Mucocutaneous Candidiasis,General/Unspecified,ketoconazole,https://www.drugs.com/mtm/ketoconazole.html,https://www.drugs.com/condition/chronic-mucocutaneous-candidiasis.html
Chronic Myofascial Pain,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/cyclobenzaprine.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,Addaprin,https://www.drugs.com/cons/addaprin.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,Motrin,https://www.drugs.com/pro/motrin.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,Proprinal,https://www.drugs.com/mtm/proprinal.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,Genpril,https://www.drugs.com/mtm/genpril.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,NeoProfen,https://www.drugs.com/mtm/neoprofen.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,Nuprin,https://www.drugs.com/cons/nuprin.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,A-G Profen,https://www.drugs.com/cons/a-g-profen.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,IBU-200,https://www.drugs.com/cons/ibu-200.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,All Day Pain Relief,https://www.drugs.com/pro/all-day-pain-relief.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,Anaprox-DS,https://www.drugs.com/mtm/anaprox-ds.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,Naprelan,https://www.drugs.com/mtm/naprelan.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,Aflaxen,https://www.drugs.com/cons/aflaxen.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,All Day Relief,https://www.drugs.com/pro/all-day-relief.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
Chronic Myofascial Pain,General/Unspecified,EC-Naprosyn,https://www.drugs.com/mtm/ec-naprosyn.html,https://www.drugs.com/condition/chronic-myofascial-pain.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,ProAir HFA,https://www.drugs.com/mtm/proair-hfa.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,salmeterol,https://www.drugs.com/mtm/salmeterol-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,formoterol,https://www.drugs.com/mtm/formoterol-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,ipratropium,https://www.drugs.com/mtm/ipratropium-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,tiotropium,https://www.drugs.com/mtm/tiotropium-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Spiriva Respimat,https://www.drugs.com/mtm/spiriva-respimat.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,aclidinium,https://www.drugs.com/mtm/aclidinium.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,albuterol/ipratropium,https://www.drugs.com/mtm/albuterol-and-ipratropium-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Combivent Respimat,https://www.drugs.com/mtm/combivent-respimat-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,fluticasone,https://www.drugs.com/mtm/fluticasone-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Flovent,https://www.drugs.com/mtm/flovent-hfa.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,budesonide,https://www.drugs.com/mtm/budesonide-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Pulmicort Flexhaler,https://www.drugs.com/mtm/pulmicort-flexhaler.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,fluticasone/salmeterol,https://www.drugs.com/mtm/fluticasone-and-salmeterol.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Advair HFA,https://www.drugs.com/mtm/advair-hfa.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,budesonide/formoterol,https://www.drugs.com/mtm/budesonide-and-formoterol-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,tiotropium/olodaterol,https://www.drugs.com/mtm/olodaterol-and-tiotropium.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,fluticasone/vilanterol/umeclidinium,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,flu,https://www.drugs.com/mtm/influenza-virus-vaccine-injection.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
